2.53346	12.49986	SPEAKER_00
3.90717	4.90717	SPEAKER_01
12.59635	25.6336	SPEAKER_01
25.66592	34.96568	SPEAKER_00
34.35791	44.284	SPEAKER_01
39.36552	40.15008	SPEAKER_00
43.69873	48.01699	SPEAKER_00
47.76011	52.66759	SPEAKER_01
50.51253	56.35756	SPEAKER_00
56.26026	59.57512	SPEAKER_01
59.37244	65.59626	SPEAKER_00
62.51963	63.51963	SPEAKER_01
64.73788	71.37162	SPEAKER_01
71.23988	73.18923	SPEAKER_00
72.96426	74.57538	SPEAKER_01
74.35745	78.06456	SPEAKER_00
78.18658	86.90894	SPEAKER_01
86.80327	91.15847	SPEAKER_00
90.68522	92.41745	SPEAKER_01
92.17757	95.8844	SPEAKER_00
95.798	99.02026	SPEAKER_01
99.04597	106.85721	SPEAKER_00
99.90919	100.77955	SPEAKER_01
106.61283	121.0581	SPEAKER_01
117.91393	118.67733	SPEAKER_00
120.8856	122.92332	SPEAKER_00
122.56411	128.86198	SPEAKER_01
127.21613	135.70622	SPEAKER_00
131.60914	132.8885	SPEAKER_01
135.56781	142.64621	SPEAKER_01
142.83822	154.2249	SPEAKER_00
149.27361	156.56769	SPEAKER_01
154.2249	164.32857	SPEAKER_00
161.99903	172.78328	SPEAKER_01
167.13986	169.76248	SPEAKER_00
173.20583	178.20579	SPEAKER_00
174.8617	175.8617	SPEAKER_01
178.78324	187.46947	SPEAKER_01
186.81297	202.00284	SPEAKER_00
196.41059	197.41059	SPEAKER_01
201.96749	213.88108	SPEAKER_01
211.55215	212.55215	SPEAKER_00
213.78898	215.07846	SPEAKER_00
215.43931	221.13594	SPEAKER_01
219.55213	223.05212	SPEAKER_00
223.05749	233.95939	SPEAKER_01
233.79731	244.74051	SPEAKER_00
243.01815	250.17498	SPEAKER_01
250.65378	253.10152	SPEAKER_00
253.50828	258.95924	SPEAKER_01
258.77361	262.99745	SPEAKER_00
262.91999	263.91999	SPEAKER_01
263.83273	268.44462	SPEAKER_00
268.90035	271.58661	SPEAKER_01
271.01175	279.23554	SPEAKER_00
276.06988	277.06988	SPEAKER_01
279.13558	290.17474	SPEAKER_01
285.07128	286.07128	SPEAKER_00
288.56378	289.56378	SPEAKER_00
290.36973	293.33985	SPEAKER_00
292.76295	298.39037	SPEAKER_01
295.22042	296.35909	SPEAKER_00
298.30993	301.19051	SPEAKER_00
301.35113	307.52757	SPEAKER_01
303.2651	305.62329	SPEAKER_00
307.10087	311.19039	SPEAKER_00
311.21382	312.21382	SPEAKER_01
311.75754	316.3254	SPEAKER_00
316.66477	318.15496	SPEAKER_01
318.01119	319.98133	SPEAKER_00
320.2922	324.351	SPEAKER_01
322.64977	348.91382	SPEAKER_00
330.07645	331.07645	SPEAKER_01
343.07637	344.07637	SPEAKER_01
348.42928	349.42928	SPEAKER_01
348.91382	358.64794	SPEAKER_00
352.93906	353.93906	SPEAKER_01
358.64794	367.96927	SPEAKER_00
358.66452	359.66452	SPEAKER_01
366.70368	367.70368	SPEAKER_01
368.83739	381.08066	SPEAKER_00
373.50756	374.50756	SPEAKER_01
379.70361	380.70361	SPEAKER_01
381.58198	392.06135	SPEAKER_00
391.76236	392.76236	SPEAKER_01
392.06135	397.34647	SPEAKER_00
397.15448	398.15448	SPEAKER_01
397.34647	406.32722	SPEAKER_00
402.38974	403.38974	SPEAKER_01
406.32722	417.77954	SPEAKER_00
409.50735	410.50735	SPEAKER_01
413.58576	414.58576	SPEAKER_01
417.77954	425.30126	SPEAKER_00
424.70334	425.70334	SPEAKER_01
425.30126	429.2709	SPEAKER_00
429.19351	430.19351	SPEAKER_01
429.2709	435.38876	SPEAKER_00
434.42877	435.42877	SPEAKER_01
435.38876	437.80648	SPEAKER_00
437.87973	438.87973	SPEAKER_01
439.12608	440.12608	SPEAKER_00
440.36991	442.09539	SPEAKER_01
441.5694	443.38383	SPEAKER_00
443.80126	446.82086	SPEAKER_01
446.45245	448.98129	SPEAKER_00
449.39454	452.07573	SPEAKER_01
452.06427	453.52581	SPEAKER_00
453.46787	456.17374	SPEAKER_01
454.25656	456.89117	SPEAKER_00
